,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
108,Paf67407d108,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Aubrey Borges,2015-07-10,2015-10-02,84 days,2301,6442.8,500
109,Paf67407f109,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Aletha Burnett,2022-05-16,2023-03-07,295 days,115,1130.83,1500
110,Paf674080110,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Lyle Williams,2014-06-06,2015-05-28,356 days,1852,21977.07,1500
111,Paf674081111,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Janice Irish,2015-09-08,2016-08-13,340 days,880,9973.33,300
112,Paf674083112,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Eleanor Robles,2020-05-13,2020-10-17,157 days,412,2156.13,1200
113,Paf674084113,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Karen Ho,2015-08-21,2016-05-04,257 days,2720,23301.33,900
114,Paf674085114,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Craig Gallego,2021-10-19,2022-09-10,326 days,1293,14050.6,100
115,Paf674087115,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Howard Mcclure,2020-09-24,2021-09-20,361 days,491,5908.37,1300
116,Paf676792116,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Gene Hampton,2009-08-07,2009-11-29,114 days,2950,11210.0,100
117,Paf676794117,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jessi Mcknight,2019-08-10,2020-01-27,170 days,1698,9622.0,1800
118,Paf676795118,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Patrick Moore,2017-05-09,2018-01-23,259 days,1480,12777.33,900
119,Paf676797119,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Louis Soriano,2021-08-02,2021-10-03,62 days,1739,3593.93,1600
120,Paf676799120,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Belva Schwerdtfeger,2011-09-13,2012-05-24,254 days,1688,14291.73,300
121,Paf67679a121,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Richard Downey,2013-04-05,2013-06-12,68 days,2264,5131.73,100
122,Paf678ea2122,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Sara Chapman,2020-05-09,2021-01-04,240 days,140,1120.0,900
123,Paf678ea3123,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Howard Warren,2015-10-19,2016-08-27,313 days,1597,16662.03,600
124,Paf678ea5124,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Don Dixon,2019-11-27,2020-07-31,247 days,803,6611.37,200
125,Paf678ea7125,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Isaac Robinson,2021-12-17,2022-05-16,150 days,184,920.0,1600
126,Paf678ea8126,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Mary Gilder,2013-01-03,2013-06-05,153 days,2565,13081.5,1000
127,Paf678eaa127,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Tom Tolley,2020-12-28,2021-12-14,351 days,2963,34667.1,1700
128,Paf67b5b6128,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Harry Flynn,2011-09-01,2012-01-25,146 days,1450,7056.67,700
