,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
107,Pdd427ca0107,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Diane Jones,2015-08-18,2016-02-23,189 days,1133,7137.9,1200
108,Pdd427ca3108,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Amber Quinones,2021-10-10,2022-06-12,245 days,1889,15426.83,500
109,Pdd427ca5109,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Joshua Fitzgerald,2010-10-15,2011-10-07,357 days,1388,16517.2,600
110,Pdd43b50a110,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,James Webb,2022-09-23,2023-01-03,102 days,318,1081.2,900
111,Pdd43c289111,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Alison Jones,2017-03-09,2017-12-15,281 days,2804,26264.13,1000
112,Pdd43c28c112,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Thomas Harmon,2021-05-25,2021-12-26,215 days,2103,15071.5,1800
113,Pdd43c28f113,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,April Masuda,2015-12-16,2016-11-29,349 days,1939,22557.03,1900
114,Pdd43c291114,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Jeffrey Sisson,2010-09-27,2011-03-29,183 days,2036,12419.6,800
115,Pdd43c294115,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Lidia Olding,2004-02-17,2004-08-03,168 days,2508,14044.8,1700
116,Pdd43c296116,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Juanita Mancini,2021-05-22,2021-09-26,127 days,481,2036.23,1800
117,Pdd4410cb117,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Leanne Emmert,2019-02-04,2019-05-15,100 days,2933,9776.67,1500
118,Pdd441e4b118,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Harold Rempel,2014-08-07,2015-02-21,198 days,2632,17371.2,700
119,Pdd441e4d119,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Shelby Pajtas,2020-09-27,2021-09-26,364 days,956,11599.47,300
120,Pdd441e50120,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Armida Ray,2021-05-15,2021-11-15,184 days,1524,9347.2,1800
121,Pdd441e53121,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Richard Chowenhill,2019-05-26,2020-01-13,232 days,2962,22906.13,1200
122,Pdd441e55122,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Hal Cook,2014-08-02,2015-03-25,235 days,952,7457.33,800
123,Pdd441e58123,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Jon Bailey,2016-09-22,2017-07-15,296 days,1544,15234.13,1300
124,Pdd441e5a124,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Graig Cope,2020-05-26,2020-09-12,109 days,1911,6943.3,1100
125,Pdd441e5d125,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Audrey Palmo,2018-02-20,2018-12-19,302 days,863,8687.53,700
126,Pdd441e5f126,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Alan Keenan,2002-08-09,2002-10-27,79 days,2114,5566.87,1000
127,Pdd441e61127,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Yolanda Henry,2022-12-02,2023-08-22,263 days,552,4839.2,400
128,Pdd441e64128,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Morris Pettrey,2021-04-23,2021-09-09,139 days,896,4151.47,1100
